"region","s1aq1","s1aq4y","urbrur","s1aq5","s2aq3","s2aq11a29","s4aq2","s4aq40a1","s4aq43m","s4aq49","s4aq55a","s4gq13c","hhid","s3aq23hhid","education_rank","urban_binary","abv_avg_wage"
"ASHANTI","Female",17,"Rural","Never married","SSS/SHS",100,NA,NA,NA,NA,673.530203086443,NA,528506,10,6,0,"Low"
"VOLTA","Female",27,"Rural","Informal/living together","JSS/JHS",NA,5,"Elementary occupations",7,"No",400,"No",717319,1,4,0,"Low"
"NORTHERN","Female",10,"Rural",NA,"Primary",30,NA,NA,NA,NA,704.84499041006,NA,548312,10,3,0,"Low"
"NORTHERN","Female",22,"Urban","Married (Islamic)","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,445807,1,0,1,"High"
"VOLTA","Female",33,"Urban","Informal/living together","JSS/JHS",120,NA,"Service and sales workers",3,NA,660.672413793103,NA,515215,10,4,1,"Low"
"EASTERN","Female",51,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",322005,2,5,0,"High"
"UPPER EAST","Female",64,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",756514,4,0,0,"High"
"UPPER EAST","Female",25,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,556613,10,4,0,"Low"
"BONO EAST","Female",5,"Urban",NA,"Kindergarten",20,NA,NA,NA,NA,729.655004205214,NA,339116,1,2,1,"High"
"BONO","Male",21,"Urban","Never married","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,236216,NA,6,1,"Low"
"CENTRAL","Male",36,"Urban","Married (Civil/Ordinance)","JSS/JHS",NA,6,"Plant and machine operators, and assemblers",0,"No",50,"Don't Know",305117,1,4,1,"Low"
"EASTERN","Male",7,"Rural",NA,"Primary",350,NA,NA,NA,NA,704.84499041006,NA,222316,NA,3,0,"Low"
"UPPER WEST","Male",23,"Rural","Never married","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",359904,1,3,0,"High"
"ASHANTI","Male",11,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,224118,1,3,1,"Low"
"CENTRAL","Male",12,"Urban","Never married","Primary",700,NA,NA,NA,NA,704.84499041006,NA,505418,80,3,1,"Low"
"UPPER WEST","Male",18,"Urban","Never married","SSS/SHS",80,NA,NA,NA,NA,673.530203086443,NA,657612,1,6,1,"Low"
"OTI","Female",13,"Rural","Never married","Primary",50,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,543905,10,3,0,"High"
"UPPER EAST","Male",26,"Rural","Never married","Primary",NA,7,"Plant and machine operators, and assemblers",4,"No",200,"Don't Know",657009,1,3,0,"Low"
"SAVANNAH","Male",17,"Rural","Never married","JSS/JHS",400,NA,NA,NA,NA,618.119080643605,NA,750807,6,4,0,"Low"
"EASTERN","Male",16,"Rural","Never married","Primary",NA,NA,NA,3,NA,704.84499041006,NA,120814,NA,3,0,"Low"
"ASHANTI","Female",39,"Urban","Married (Islamic)","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,426105,NA,6,1,"Low"
"CENTRAL","Female",9,"Urban",NA,"Primary",250,NA,NA,NA,NA,704.84499041006,NA,206413,1,3,1,"Low"
"ASHANTI","Female",11,"Rural",NA,"Kindergarten",70,NA,NA,NA,NA,729.655004205214,NA,528915,10,2,0,"High"
"ASHANTI","Female",3,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,628203,1,0,0,"High"
"EASTERN","Female",63,"Urban","Widowed","Middle",NA,NA,NA,NA,NA,777.271367946636,NA,419109,1,5,1,"High"
"GREATER ACCRA","Male",11,"Urban",NA,"Primary",300,NA,NA,NA,NA,704.84499041006,NA,109919,1,3,1,"Low"
"CENTRAL","Male",13,"Rural","Never married","JSS/JHS",450,NA,NA,NA,NA,618.119080643605,NA,107204,1,4,0,"Low"
"WESTERN","Female",3,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,603607,1,0,0,"High"
"NORTH EAST","Female",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,153711,1,NA,0,"Low"
"CENTRAL","Male",34,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,508318,10,4,0,"Low"
"ASHANTI","Male",3,"Rural",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,229915,1,2,0,"High"
"ASHANTI","Female",45,"Urban","Married (Customary/Traditional)","Voc/Tech/Commercial",NA,NA,NA,NA,NA,784.465517241379,NA,225314,NA,8,1,"High"
"CENTRAL","Male",7,"Urban",NA,"Primary",450,NA,NA,NA,NA,704.84499041006,NA,506521,80,3,1,"Low"
"VOLTA","Female",19,"Urban","Never married","SSS/SHS",250,NA,NA,NA,NA,673.530203086443,NA,316009,1,6,1,"Low"
"BONO","Male",18,"Rural","Never married","SSS/SHS",150,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Yes",738904,NA,6,0,"High"
"NORTH EAST","Male",10,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,152816,NA,0,0,"High"
"ASHANTI","Female",10,"Rural",NA,"Primary",700,NA,NA,NA,NA,704.84499041006,NA,229315,2,3,0,"Low"
"BONO EAST","Female",20,"Rural","Never married","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,442008,1,0,0,"High"
"CENTRAL","Male",52,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",106805,1,5,0,"High"
"EASTERN","Female",4,"Urban",NA,"Kindergarten",1500,NA,NA,NA,NA,729.655004205214,NA,219512,1,2,1,"High"
"SAVANNAH","Female",22,"Rural","Never married","SSS/SHS",NA,6,"Service and sales workers",8,"No",350,"No",650804,1,6,0,"Low"
"ASHANTI","Female",36,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,424105,2,3,1,"Low"
"ASHANTI","Female",20,"Urban","Never married","SSS/SHS",NA,NA,NA,NA,NA,673.530203086443,NA,226504,NA,6,1,"Low"
"GREATER ACCRA","Female",17,"Urban","Never married","JSS/JHS",2000,NA,NA,NA,NA,618.119080643605,NA,612903,1,4,1,"Low"
"UPPER EAST","Female",30,"Rural","Married (Islamic)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",656312,1,3,0,"High"
"NORTH EAST","Female",7,"Rural",NA,"Kindergarten",NA,NA,NA,NA,NA,729.655004205214,NA,752605,1,2,0,"High"
"BONO EAST","Female",68,"Rural","Widowed","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,541919,10,3,0,"Low"
"BONO","Female",21,"Rural","Informal/living together","SSS/SHS",NA,6,"Skilled agricultural, forestry and fishery workers",2,"No",400,"Yes",338208,1,6,0,"Low"
"NORTH EAST","Male",78,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",753105,1,0,0,"High"
"SAVANNAH","Female",18,"Urban","Never married","SSS/SHS",30,NA,"Service and sales workers",3,NA,660.672413793103,"No",748915,1,6,1,"Low"
"BONO","Female",6,"Urban",NA,"Kindergarten",160,NA,NA,NA,NA,729.655004205214,NA,736117,1,2,1,"High"
"SAVANNAH","Male",33,"Rural","Informal/living together","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",6,NA,889,NA,350410,1,3,0,"High"
"BONO","Female",20,"Urban","Never married","Primary",NA,NA,"Service and sales workers",8,NA,660.672413793103,NA,336908,1,3,1,"Low"
"UPPER EAST","Female",11,"Rural",NA,"Primary",200,NA,NA,NA,NA,704.84499041006,NA,655906,5,3,0,"Low"
"VOLTA","Female",13,"Urban","Never married","JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,314905,1,4,1,"Low"
"VOLTA","Male",3,"Urban",NA,"Kindergarten",0,NA,NA,NA,NA,729.655004205214,NA,415808,1,2,1,"High"
"SAVANNAH","Female",8,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,651022,1,0,0,"High"
"ASHANTI","Male",8,"Rural",NA,"Primary",150,NA,NA,NA,NA,704.84499041006,NA,227505,NA,3,0,"Low"
"NORTH EAST","Male",4,"Rural",NA,"Nursery",20,NA,NA,NA,NA,681.833333333333,NA,352705,1,1,0,"Low"
"WESTERN NORTH","Male",27,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,533017,80,4,0,"Low"
"WESTERN","Female",7,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,201311,1,3,1,"Low"
"VOLTA","Male",24,"Rural","Married (Customary/Traditional)","Primary",NA,NA,NA,NA,NA,704.84499041006,"No",318113,NA,3,0,"Low"
"UPPER EAST","Female",3,"Rural",NA,"No Formal Education",250,NA,NA,NA,NA,821.77145438121,NA,355910,1,0,0,"High"
"CENTRAL","Female",81,"Rural","Married (Islamic)","Middle",NA,NA,NA,NA,NA,777.271367946636,NA,308617,2,5,0,"High"
"NORTH EAST","Male",29,"Urban","Never married","SSS/SHS",200,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,251503,1,6,1,"High"
"OTI","Male",9,"Urban",NA,"Primary",180,NA,NA,NA,NA,704.84499041006,NA,743201,1,3,1,"Low"
"NORTHERN","Female",11,"Rural",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,647517,1,3,0,"Low"
"OTI","Female",59,"Urban","Informal/living together","Middle",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Don't Know",643101,1,5,1,"Low"
"VOLTA","Male",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,317509,2,NA,0,"Low"
"ASHANTI","Male",4,"Rural",NA,"Kindergarten",80,NA,NA,NA,NA,729.655004205214,NA,429917,1,2,0,"High"
"ASHANTI","Male",18,"Urban","Never married","JSS/JHS",1000,NA,NA,NA,NA,618.119080643605,NA,225106,NA,4,1,"Low"
"BONO","Male",18,"Urban","Never married","SSS/SHS",45,NA,"Elementary occupations",0,NA,464.756097560976,"No",637513,NA,6,1,"Low"
"NORTH EAST","Female",11,"Urban",NA,"Primary",10,NA,NA,NA,NA,704.84499041006,NA,252118,1,3,1,"Low"
"AHAFO","Female",14,"Urban","Never married","JSS/JHS",60,NA,NA,NA,NA,618.119080643605,NA,233718,1,4,1,"Low"
"SAVANNAH","Female",13,"Urban","Never married","JSS/JHS",120,NA,NA,NA,NA,618.119080643605,NA,649004,1,4,1,"Low"
"CENTRAL","Male",19,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,506806,10,4,0,"Low"
"BONO","Female",14,"Urban","Never married","JSS/JHS",50,NA,NA,NA,NA,618.119080643605,NA,336501,2,4,1,"Low"
"UPPER EAST","Female",9,"Urban",NA,"Primary",100,NA,NA,NA,NA,704.84499041006,NA,254607,1,3,1,"Low"
"BONO","Male",6,"Rural",NA,"Primary",150,NA,NA,NA,NA,704.84499041006,NA,138708,1,3,0,"Low"
"OTI","Female",47,"Urban","Widowed","No Formal Education",NA,NA,"Service and sales workers",6,NA,660.672413793103,"No",642810,1,0,1,"Low"
"ASHANTI","Male",8,"Rural",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,728216,1,3,0,"Low"
"ASHANTI","Female",13,"Urban","Never married","JSS/JHS",300,NA,"Service and sales workers",0,NA,660.672413793103,NA,627308,2,4,1,"Low"
"EASTERN","Male",0,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,220214,1,NA,1,"Low"
"EASTERN","Male",77,"Urban","Married (Customary/Traditional)","Secondary",NA,NA,NA,NA,NA,804.501231527094,NA,419002,1,7,1,"High"
"NORTHERN","Female",61,"Rural","Widowed","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",3,NA,889,"No",146813,1,0,0,"High"
"EASTERN","Female",4,"Rural",NA,"Kindergarten",100,NA,NA,NA,NA,729.655004205214,NA,220911,1,2,0,"High"
"ASHANTI","Female",23,"Urban","Never married","SSS/SHS",1000,NA,NA,NA,NA,673.530203086443,NA,323902,1,6,1,"Low"
"GREATER ACCRA","Male",15,"Urban","Never married","JSS/JHS",400,NA,NA,NA,NA,618.119080643605,NA,609217,1,4,1,"Low"
"AHAFO","Male",13,"Rural","Never married","Primary",160,NA,NA,NA,NA,704.84499041006,NA,735412,1,3,0,"Low"
"OTI","Female",26,"Rural","Never married","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,344114,1,4,0,"High"
"UPPER WEST","Female",31,"Urban","Married (Islamic)","SSS/SHS",NA,NA,"Elementary occupations",8,NA,464.756097560976,NA,358117,1,6,1,"Low"
"VOLTA","Male",38,"Rural","Separated","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",2,NA,889,NA,416203,1,0,0,"High"
"CENTRAL","Female",13,"Rural","Never married","JSS/JHS",300,NA,NA,NA,NA,618.119080643605,NA,308116,1,4,0,"Low"
"SAVANNAH","Female",34,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,548716,10,3,1,"Low"
"BONO EAST","Female",13,"Rural","Never married","JSS/JHS",300,NA,"Skilled agricultural, forestry and fishery workers",3,NA,889,NA,641009,1,4,0,"High"
"AHAFO","Female",2,"Rural",NA,NA,60,NA,NA,NA,NA,550,NA,134717,1,NA,0,"Low"
"BONO","Female",0,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,738213,1,NA,0,"Low"
"ASHANTI","Female",20,"Rural","Never married","SSS/SHS",NA,5,"Professionals",9,"No",350,"Yes",729105,4,6,0,"Low"
"UPPER WEST","Male",29,"Urban","Never married","SSS/SHS",NA,NA,"Technicians and associate professionals",0,NA,1030,"No",657220,2,6,1,"High"
"ASHANTI","Male",23,"Rural","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,429417,1,6,0,"High"
"WESTERN NORTH","Female",46,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,"Don't Know",232604,1,3,0,"Low"
"ASHANTI","Female",36,"Rural","Married (Civil/Ordinance)","JSS/JHS",NA,NA,"Service and sales workers",0,NA,660.672413793103,"No",728714,1,4,0,"Low"
"BONO","Male",18,"Urban","Never married","SSS/SHS",120,NA,NA,NA,NA,673.530203086443,NA,736512,1,6,1,"Low"
"NORTH EAST","Male",40,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,353008,1,0,0,"High"
"UPPER WEST","Female",7,"Rural",NA,"Primary",0,NA,NA,NA,NA,704.84499041006,NA,559818,80,3,0,"Low"
"CENTRAL","Male",39,"Urban","Informal/living together","Primary",NA,6,"Skilled agricultural, forestry and fishery workers",0,"No",60,"No",104309,1,3,1,"Low"
"NORTHERN","Female",19,"Rural","Never married","SSS/SHS",910,NA,NA,NA,NA,673.530203086443,NA,347317,1,6,0,"Low"
"BONO EAST","Female",12,"Urban","Never married","JSS/JHS",450,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,740205,1,4,1,"High"
"CENTRAL","Male",25,"Urban","Never married","Tertiary - Bachelor's Degree",2175,NA,NA,NA,NA,1823.08021656255,NA,406104,1,12,1,"High"
"UPPER EAST","Male",44,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",256114,1,0,0,"High"
"CENTRAL","Female",10,"Urban",NA,"Primary",350,NA,NA,NA,NA,704.84499041006,NA,104705,NA,3,1,"Low"
"WESTERN NORTH","Male",10,"Rural",NA,"JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,431406,NA,4,0,"Low"
"WESTERN","Male",16,"Rural","Never married","SSS/SHS",30,NA,"Elementary occupations",3,NA,464.756097560976,NA,404101,1,6,0,"Low"
"BONO EAST","Female",25,"Urban","Never married","Tertiary - HND",160,NA,NA,NA,NA,1151.30769230769,NA,740511,1,11,1,"High"
"BONO","Female",61,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",638714,1,0,0,"High"
"ASHANTI","Female",60,"Urban","Married (Civil/Ordinance)","Middle",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,323906,1,5,1,"High"
"UPPER EAST","Female",34,"Rural","Married (Customary/Traditional)","Nursery",NA,NA,"Craft and related trades workers",0,NA,267.5,NA,456215,1,1,0,"Low"
"WESTERN","Male",16,"Rural","Never married","SSS/SHS",700,NA,NA,NA,NA,673.530203086443,NA,503015,10,6,0,"Low"
"OTI","Female",39,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",1,NA,889,"No",242907,2,0,1,"High"
"BONO EAST","Female",17,"Urban","Never married","JSS/JHS",700,NA,NA,NA,NA,618.119080643605,NA,339613,1,4,1,"Low"
"VOLTA","Female",20,"Rural","Never married","JSS/JHS",NA,NA,"Craft and related trades workers",1,NA,267.5,"No",617903,4,4,0,"Low"
"SAVANNAH","Female",77,"Rural","Widowed","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,350604,1,0,0,"High"
"NORTHERN","Female",14,"Rural","Never married","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",2,NA,889,NA,246802,1,0,0,"High"
"OTI","Male",11,"Urban",NA,"Primary",120,NA,NA,NA,NA,704.84499041006,NA,243220,13,3,1,"Low"
"BONO EAST","Female",7,"Urban",NA,"Primary",0,NA,NA,NA,NA,704.84499041006,NA,240602,1,3,1,"Low"
"SAVANNAH","Male",13,"Rural","Never married","Primary",100,NA,NA,NA,NA,704.84499041006,NA,650001,1,3,0,"Low"
"ASHANTI","Male",13,"Urban","Never married","JSS/JHS",150,NA,NA,NA,NA,618.119080643605,NA,627211,2,4,1,"Low"
"BONO","Female",14,"Urban","Never married","JSS/JHS",650,NA,"Service and sales workers",0,NA,660.672413793103,NA,437107,NA,4,1,"Low"
"GREATER ACCRA","Female",74,"Urban","Widowed","Primary",NA,NA,NA,NA,NA,704.84499041006,NA,210013,1,3,1,"Low"
"ASHANTI","Male",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,729713,1,NA,0,"Low"
"ASHANTI","Female",8,"Urban",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,227004,1,3,1,"Low"
"EASTERN","Male",34,"Urban","Never married","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,319010,NA,0,1,"High"
"CENTRAL","Male",7,"Rural",NA,"Kindergarten",150,NA,NA,NA,NA,729.655004205214,NA,707002,1,2,0,"High"
"VOLTA","Male",56,"Rural","Married (Customary/Traditional)","Middle",NA,NA,"Craft and related trades workers",0,NA,267.5,"No",716402,1,5,0,"Low"
"AHAFO","Female",6,"Rural",NA,"Primary",200,NA,NA,NA,NA,704.84499041006,NA,334813,1,3,0,"Low"
"AHAFO","Male",59,"Urban","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",233515,1,3,1,"High"
"OTI","Male",29,"Rural","Never married","SSS/SHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",644103,1,6,0,"High"
"UPPER EAST","Male",7,"Rural",NA,"Primary",30,NA,NA,NA,NA,704.84499041006,NA,455509,1,3,0,"Low"
"GREATER ACCRA","Male",31,"Urban","Informal/living together","Tertiary - Bachelor's Degree",NA,NA,NA,NA,NA,1823.08021656255,NA,609503,1,12,1,"High"
"NORTHERN","Female",5,"Urban",NA,"Primary",30,NA,NA,NA,NA,704.84499041006,NA,445602,2,3,1,"Low"
"BONO","Male",51,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",4,NA,889,"Don't Know",638107,1,3,0,"High"
"UPPER EAST","Female",22,"Rural","Never married","Tertiary - Post graduate certificate / diploma",750,NA,NA,NA,NA,1190.5,NA,555818,10,13,0,"High"
"BONO","Male",20,"Rural","Never married","Primary",NA,NA,"Craft and related trades workers",4,NA,267.5,"No",638417,1,3,0,"Low"
"VOLTA","Female",53,"Rural","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,517801,10,0,0,"High"
"VOLTA","Male",79,"Rural","Informal/living together","No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,217107,2,0,0,"High"
"VOLTA","Male",64,"Rural","Informal/living together","Middle",NA,7,"Professionals",7,"No",300,"No",316703,1,5,0,"Low"
"NORTHERN","Female",33,"Urban","Married (Islamic)","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",4,NA,889,"No",645313,1,4,1,"High"
"BONO EAST","Female",11,"Urban",NA,"Kindergarten",400,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,239113,NA,2,1,"High"
"NORTH EAST","Male",47,"Rural","Married (Customary/Traditional)","Primary",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"No",653007,1,3,0,"High"
"BONO","Male",11,"Urban",NA,"JSS/JHS",200,NA,NA,NA,NA,618.119080643605,NA,736503,1,4,1,"Low"
"WESTERN NORTH","Male",1,"Rural",NA,NA,NA,NA,NA,NA,NA,550,NA,731708,1,NA,0,"Low"
"AHAFO","Male",4,"Urban",NA,"Kindergarten",450,NA,NA,NA,NA,729.655004205214,NA,733609,1,2,1,"High"
"NORTH EAST","Female",48,"Urban","Married (Customary/Traditional)","No Formal Education",NA,NA,"Skilled agricultural, forestry and fishery workers",8,NA,889,"No",751503,1,0,1,"High"
"UPPER EAST","Female",8,"Rural",NA,"Primary",60,NA,NA,NA,NA,704.84499041006,NA,356614,NA,3,0,"Low"
"CENTRAL","Female",8,"Rural",NA,"Primary",400,NA,NA,NA,NA,704.84499041006,NA,707208,1,3,0,"Low"
"AHAFO","Female",17,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,NA,534902,10,4,0,"Low"
"WESTERN","Female",18,"Urban","Never married","JSS/JHS",400,NA,NA,NA,NA,618.119080643605,NA,301802,1,4,1,"Low"
"WESTERN","Female",24,"Rural","Never married","JSS/JHS",NA,NA,NA,NA,NA,618.119080643605,"No",303514,NA,4,0,"Low"
"GREATER ACCRA","Female",64,"Rural","Married (Civil/Ordinance)","Middle",NA,NA,"Service and sales workers",8,NA,660.672413793103,NA,213916,1,5,0,"Low"
"GREATER ACCRA","Male",13,"Rural","Never married","Primary",150,NA,NA,NA,NA,704.84499041006,NA,213707,1,3,0,"Low"
"AHAFO","Male",34,"Rural","Married (Customary/Traditional)","JSS/JHS",NA,5,"Plant and machine operators, and assemblers",5,NA,561.896551724138,"No",335509,1,4,0,"Low"
"WESTERN NORTH","Female",35,"Urban","Separated","JSS/JHS",NA,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,"Don't Know",731215,1,4,1,"High"
"WESTERN","Female",1,"Urban",NA,NA,NA,NA,NA,NA,NA,550,NA,201813,2,NA,1,"Low"
"EASTERN","Female",9,"Urban",NA,"Primary",1800,NA,NA,NA,NA,704.84499041006,NA,119318,1,3,1,"Low"
"VOLTA","Female",47,"Rural","Informal/living together","Primary",NA,NA,"Service and sales workers",0,NA,660.672413793103,NA,516204,10,3,0,"Low"
"NORTH EAST","Male",22,"Urban","Never married","SSS/SHS",100,NA,"Skilled agricultural, forestry and fishery workers",0,NA,889,NA,452115,1,6,1,"High"
"ASHANTI","Female",9,"Urban",NA,"Primary",0,NA,NA,NA,NA,704.84499041006,NA,526809,10,3,1,"Low"
"WESTERN NORTH","Male",37,"Urban","Married (Civil/Ordinance)","Tertiary - Bachelor's Degree",NA,5,"Professionals",0,"Yes",2400,"Yes",331009,1,12,1,"High"
"UPPER WEST","Male",10,"Rural",NA,"JSS/JHS",500,NA,NA,NA,NA,618.119080643605,NA,258713,1,4,0,"Low"
"UPPER WEST","Female",6,"Rural",NA,"No Formal Education",NA,NA,NA,NA,NA,821.77145438121,NA,459215,1,0,0,"High"
